country_or_area,year,commodity,flow,quantity(kg),category
Thailand,2015,"Rice, broken",Export,1036831182,10_cereals
Thailand,2015,Grain sorghum,Export,2055546,10_cereals
Thailand,2015,Buckwheat,Export,2,10_cereals
Thailand,2015,Millet,Export,1157094,10_cereals
Thailand,2015,Canary seed,Export,1000,10_cereals
Thailand,2015,Cereals unmilled nes,Export,7858002,10_cereals
Thailand,2014,Durum wheat,Export,1722,10_cereals
Thailand,2014,"Wheat except durum wheat, and meslin",Export,8195,10_cereals
Thailand,2014,Rye,Export,8354,10_cereals
Thailand,2014,Barley,Export,50705,10_cereals
Thailand,2014,Oats,Export,345,10_cereals
Thailand,2014,Maize (corn) seed,Export,27268685,10_cereals
Thailand,2014,Maize except seed corn,Export,755349624,10_cereals
Thailand,2014,Rice in the husk (paddy or rough),Export,7406,10_cereals
Thailand,2014,"Rice, husked (brown)",Export,183379384,10_cereals
Thailand,2014,"Rice, semi-milled or wholly milled",Export,9514526260,10_cereals
Thailand,2014,"Rice, broken",Export,1271448555,10_cereals
Thailand,2014,Grain sorghum,Export,4727710,10_cereals
Thailand,2014,Millet,Export,5831984,10_cereals
Thailand,2014,Canary seed,Export,7410,10_cereals
Thailand,2014,Cereals unmilled nes,Export,10733495,10_cereals
Thailand,2013,Durum wheat,Export,1330,10_cereals
Thailand,2013,"Wheat except durum wheat, and meslin",Export,1106127,10_cereals
Thailand,2013,Rye,Export,514,10_cereals
Thailand,2013,Barley,Export,27824,10_cereals
Thailand,2013,Oats,Export,824,10_cereals
Thailand,2013,Maize (corn) seed,Export,20087795,10_cereals
Thailand,2013,Maize except seed corn,Export,564251650,10_cereals
Thailand,2013,Rice in the husk (paddy or rough),Export,10191,10_cereals
Thailand,2013,"Rice, husked (brown)",Export,80883032,10_cereals
Thailand,2013,"Rice, semi-milled or wholly milled",Export,5898992088,10_cereals
Thailand,2013,"Rice, broken",Export,632734396,10_cereals
Thailand,2013,Grain sorghum,Export,1994562,10_cereals
Thailand,2013,Millet,Export,818853,10_cereals
Thailand,2013,Canary seed,Export,386434,10_cereals
Thailand,2013,Cereals unmilled nes,Export,15999739,10_cereals
Thailand,2012,Durum wheat,Export,1654,10_cereals
Thailand,2012,"Wheat except durum wheat, and meslin",Export,3361,10_cereals
Thailand,2012,Rye,Export,1185,10_cereals
Thailand,2012,Barley,Export,11669,10_cereals
Thailand,2012,Oats,Export,53,10_cereals
Thailand,2012,Maize (corn) seed,Export,18433493,10_cereals
Thailand,2012,Maize except seed corn,Export,122584938,10_cereals
Thailand,2012,Rice in the husk (paddy or rough),Export,894,10_cereals
Thailand,2012,"Rice, husked (brown)",Export,301221734,10_cereals
Thailand,2012,"Rice, semi-milled or wholly milled",Export,5771762908,10_cereals
Thailand,2012,"Rice, broken",Export,661441453,10_cereals
Thailand,2012,Grain sorghum,Export,46,10_cereals
Thailand,2012,Buckwheat,Export,231000,10_cereals
Thailand,2012,Millet,Export,465446,10_cereals
Thailand,2012,Canary seed,Export,1597,10_cereals
Thailand,2012,Cereals unmilled nes,Export,10198680,10_cereals
Thailand,2011,Durum wheat,Export,1117,10_cereals
Thailand,2011,"Wheat except durum wheat, and meslin",Export,10099,10_cereals
Thailand,2011,Barley,Export,752,10_cereals
Thailand,2011,Oats,Export,2807,10_cereals
Thailand,2011,Maize (corn) seed,Export,69355466,10_cereals
Thailand,2011,Maize except seed corn,Export,320725908,10_cereals
Thailand,2011,Rice in the husk (paddy or rough),Export,1312,10_cereals
Thailand,2011,"Rice, husked (brown)",Export,350338461,10_cereals
Thailand,2011,"Rice, semi-milled or wholly milled",Export,9185063259,10_cereals
Thailand,2011,"Rice, broken",Export,1170826220,10_cereals
Thailand,2011,Grain sorghum,Export,2708139,10_cereals
Thailand,2011,Buckwheat,Export,246240,10_cereals
Thailand,2011,Millet,Export,4396820,10_cereals
Thailand,2011,Canary seed,Export,175,10_cereals
Thailand,2011,Cereals unmilled nes,Export,17547933,10_cereals
Thailand,2010,"Wheat except durum wheat, and meslin",Export,3619307,10_cereals
Thailand,2010,Barley,Export,484250,10_cereals
Thailand,2010,Oats,Export,723,10_cereals
Thailand,2010,Maize (corn) seed,Export,74720773,10_cereals
Thailand,2010,Maize except seed corn,Export,403976140,10_cereals
Thailand,2010,Rice in the husk (paddy or rough),Export,11400,10_cereals
Thailand,2010,"Rice, husked (brown)",Export,338738207,10_cereals
Thailand,2010,"Rice, semi-milled or wholly milled",Export,7589515179,10_cereals
Thailand,2010,"Rice, broken",Export,1011365476,10_cereals
Thailand,2010,Grain sorghum,Export,6542784,10_cereals
Thailand,2010,Buckwheat,Export,24,10_cereals
Thailand,2010,Millet,Export,9292718,10_cereals
Thailand,2010,Canary seed,Export,413013,10_cereals
Thailand,2010,Cereals unmilled nes,Export,12459048,10_cereals
Thailand,2009,Durum wheat,Export,68,10_cereals
Thailand,2009,"Wheat except durum wheat, and meslin",Export,10261,10_cereals
Thailand,2009,Rye,Export,3,10_cereals
Thailand,2009,Barley,Export,1560,10_cereals
Thailand,2009,Oats,Export,513,10_cereals
Thailand,2009,Maize (corn) seed,Export,237368222,10_cereals
Thailand,2009,Maize except seed corn,Export,843673853,10_cereals
Thailand,2009,Rice in the husk (paddy or rough),Export,2521,10_cereals
Thailand,2009,"Rice, husked (brown)",Export,249489850,10_cereals
Thailand,2009,"Rice, semi-milled or wholly milled",Export,6902445667,10_cereals
Thailand,2009,"Rice, broken",Export,1467931795,10_cereals
Thailand,2009,Grain sorghum,Export,6668245,10_cereals
Thailand,2009,Buckwheat,Export,187200,10_cereals
Thailand,2009,Millet,Export,7269084,10_cereals
Thailand,2009,Canary seed,Export,100,10_cereals
Thailand,2009,Cereals unmilled nes,Export,22886644,10_cereals
Thailand,2008,Durum wheat,Export,60,10_cereals
Thailand,2008,"Wheat except durum wheat, and meslin",Export,1745,10_cereals
Thailand,2008,Barley,Export,44,10_cereals
Thailand,2008,Oats,Export,47,10_cereals
Thailand,2008,Maize (corn) seed,Export,211521433,10_cereals
Thailand,2008,Maize except seed corn,Export,461375901,10_cereals
Thailand,2008,Rice in the husk (paddy or rough),Export,11,10_cereals
Thailand,2008,"Rice, husked (brown)",Export,293648603,10_cereals
Thailand,2008,"Rice, semi-milled or wholly milled",Export,8672446635,10_cereals
Thailand,2008,"Rice, broken",Export,1249945207,10_cereals
Thailand,2008,Grain sorghum,Export,6561138,10_cereals
Thailand,2008,Buckwheat,Export,300000,10_cereals
Thailand,2008,Millet,Export,17636129,10_cereals
Thailand,2008,Canary seed,Export,972705,10_cereals
Thailand,2008,Cereals unmilled nes,Export,10739438,10_cereals
Thailand,2007,"Wheat except durum wheat, and meslin",Export,3956911,10_cereals
Thailand,2007,Rye,Export,17482,10_cereals
Thailand,2007,Barley,Export,38,10_cereals
Thailand,2007,Oats,Export,192,10_cereals
Thailand,2007,Maize (corn) seed,Export,119060820,10_cereals
Thailand,2007,Maize except seed corn,Export,256754307,10_cereals
Thailand,2007,Rice in the husk (paddy or rough),Export,5755785,10_cereals
Thailand,2007,"Rice, husked (brown)",Export,304125276,10_cereals
Thailand,2007,"Rice, semi-milled or wholly milled",Export,7408298560,10_cereals
Thailand,2007,"Rice, broken",Export,1479476813,10_cereals
Thailand,2007,Grain sorghum,Export,2789114,10_cereals
Thailand,2007,Buckwheat,Export,46970,10_cereals
Thailand,2007,Millet,Export,5520485,10_cereals
Thailand,2007,Cereals unmilled nes,Export,28006707,10_cereals
Thailand,2006,"Wheat except durum wheat, and meslin",Export,553,10_cereals
Thailand,2006,Oats,Export,960,10_cereals
Thailand,2006,Maize (corn) seed,Export,10260510,10_cereals
Thailand,2006,Maize except seed corn,Export,296018770,10_cereals
Thailand,2006,Rice in the husk (paddy or rough),Export,6552,10_cereals
Thailand,2006,"Rice, husked (brown)",Export,189839988,10_cereals
Thailand,2006,"Rice, semi-milled or wholly milled",Export,5996394616,10_cereals
Thailand,2006,"Rice, broken",Export,1247299759,10_cereals
Thailand,2006,Grain sorghum,Export,2517672,10_cereals
Thailand,2006,Millet,Export,100,10_cereals
Thailand,2006,Cereals unmilled nes,Export,17663241,10_cereals
USA,2016,Durum wheat,Export,441397471,10_cereals
USA,2016,"Wheat except durum wheat, and meslin",Export,23452189944,10_cereals
USA,2016,Rye,Export,5435070,10_cereals
USA,2016,Barley,Export,89849792,10_cereals
USA,2016,Oats,Export,38770565,10_cereals
USA,2016,Maize (corn) seed,Export,78134783,10_cereals
USA,2016,Maize except seed corn,Export,56141526760,10_cereals
USA,2016,Rice in the husk (paddy or rough),Export,1949280853,10_cereals
USA,2016,"Rice, husked (brown)",Export,273124358,10_cereals
USA,2016,"Rice, semi-milled or wholly milled",Export,1855435814,10_cereals
USA,2016,"Rice, broken",Export,72718901,10_cereals
USA,2016,Grain sorghum,Export,6877352984,10_cereals
USA,2016,Buckwheat,Export,28532259,10_cereals
USA,2016,Millet,Export,57808697,10_cereals
USA,2016,Canary seed,Export,2494894,10_cereals
USA,2016,Cereals unmilled nes,Export,13676515,10_cereals
USA,2015,Durum wheat,Export,799934136,10_cereals
USA,2015,"Wheat except durum wheat, and meslin",Export,20468761622,10_cereals
USA,2015,Rye,Export,3613191,10_cereals
USA,2015,Barley,Export,323985003,10_cereals
USA,2015,Oats,Export,27695670,10_cereals
USA,2015,Maize (corn) seed,Export,65777923,10_cereals
USA,2015,Maize except seed corn,Export,44592441425,10_cereals
USA,2015,Rice in the husk (paddy or rough),Export,1622977784,10_cereals
USA,2015,"Rice, husked (brown)",Export,199710465,10_cereals
USA,2015,"Rice, semi-milled or wholly milled",Export,1972363986,10_cereals
USA,2015,"Rice, broken",Export,59334198,10_cereals
USA,2015,Grain sorghum,Export,9797689138,10_cereals
USA,2015,Buckwheat,Export,21634611,10_cereals
USA,2015,Millet,Export,76165895,10_cereals
USA,2015,Canary seed,Export,1264976,10_cereals
USA,2015,Cereals unmilled nes,Export,18418644,10_cereals
USA,2014,Durum wheat,Export,942980830,10_cereals
USA,2014,"Wheat except durum wheat, and meslin",Export,23543653020,10_cereals
USA,2014,Rye,Export,7317083,10_cereals
USA,2014,Barley,Export,300742488,10_cereals
USA,2014,Oats,Export,20315672,10_cereals
USA,2014,Maize (corn) seed,Export,96993535,10_cereals
USA,2014,Maize except seed corn,Export,35673159201,10_cereals
USA,2014,Rice in the husk (paddy or rough),Export,1381566770,10_cereals
USA,2014,"Rice, husked (brown)",Export,219606449,10_cereals
USA,2014,"Rice, semi-milled or wholly milled",Export,1767068100,10_cereals
USA,2014,"Rice, broken",Export,51907142,10_cereals
USA,2014,Grain sorghum,Export,5435702399,10_cereals
USA,2014,Buckwheat,Export,13583299,10_cereals
USA,2014,Millet,Export,66211360,10_cereals
USA,2014,Canary seed,Export,2366388,10_cereals
USA,2014,Cereals unmilled nes,Export,25903694,10_cereals
USA,2013,Durum wheat,Export,745176473,10_cereals
USA,2013,"Wheat except durum wheat, and meslin",Export,32373239509,10_cereals
USA,2013,Rye,Export,6577314,10_cereals
USA,2013,Barley,Export,187238150,10_cereals
USA,2013,Oats,Export,22893660,10_cereals
USA,2013,Maize (corn) seed,Export,115054623,10_cereals
USA,2013,Maize except seed corn,Export,23964801984,10_cereals
USA,2013,Rice in the husk (paddy or rough),Export,1510054769,10_cereals
USA,2013,"Rice, husked (brown)",Export,260642113,10_cereals
USA,2013,"Rice, semi-milled or wholly milled",Export,1924848034,10_cereals
USA,2013,"Rice, broken",Export,66855387,10_cereals
USA,2013,Grain sorghum,Export,2109621540,10_cereals
USA,2013,Buckwheat,Export,24480174,10_cereals
USA,2013,Millet,Export,22922042,10_cereals
USA,2013,Canary seed,Export,2163432,10_cereals
USA,2013,Cereals unmilled nes,Export,17140855,10_cereals
USA,2012,Durum wheat,Export,536866736,10_cereals
USA,2012,"Wheat except durum wheat, and meslin",Export,25285879560,10_cereals
USA,2012,Rye,Export,7216704,10_cereals
USA,2012,Barley,Export,193258973,10_cereals
USA,2012,Oats,Export,21159026,10_cereals
USA,2012,Maize (corn) seed,Export,66551072,10_cereals
USA,2012,Maize except seed corn,Export,31413737569,10_cereals
USA,2012,Rice in the husk (paddy or rough),Export,1533021968,10_cereals
USA,2012,"Rice, husked (brown)",Export,260748802,10_cereals
USA,2012,"Rice, semi-milled or wholly milled",Export,1942890808,10_cereals
USA,2012,"Rice, broken",Export,45222234,10_cereals
USA,2012,Grain sorghum,Export,1733337346,10_cereals
USA,2012,Buckwheat,Export,20721220,10_cereals
USA,2012,Millet,Export,41477113,10_cereals
USA,2012,Canary seed,Export,2001122,10_cereals
USA,2012,Cereals unmilled nes,Export,14716576,10_cereals
USA,2011,Durum wheat,Export,764388426,10_cereals
USA,2011,"Wheat except durum wheat, and meslin",Export,32056310685,10_cereals
USA,2011,Rye,Export,4037000,10_cereals
USA,2011,Barley,Export,199866901,10_cereals
USA,2011,Oats,Export,41943289,10_cereals
USA,2011,Maize (corn) seed,Export,57580842,10_cereals
USA,2011,Maize except seed corn,Export,45733143217,10_cereals
USA,2011,Rice in the husk (paddy or rough),Export,1393056643,10_cereals
USA,2011,"Rice, husked (brown)",Export,298047743,10_cereals
USA,2011,"Rice, semi-milled or wholly milled",Export,1947812816,10_cereals
USA,2011,"Rice, broken",Export,77587450,10_cereals
USA,2011,Grain sorghum,Export,3394440637,10_cereals
USA,2011,Buckwheat,Export,25448597,10_cereals
USA,2011,Millet,Export,60664128,10_cereals
USA,2011,Canary seed,Export,2084108,10_cereals
USA,2011,Cereals unmilled nes,Export,12771819,10_cereals
USA,2010,Durum wheat,Export,1046361494,10_cereals
USA,2010,"Wheat except durum wheat, and meslin",Export,26599022363,10_cereals
USA,2010,Rye,Export,3947000,10_cereals
USA,2010,Barley,Export,163919987,10_cereals
USA,2010,Oats,Export,38564227,10_cereals
USA,2010,Maize (corn) seed,Export,52348462,10_cereals
USA,2010,Maize except seed corn,Export,50609935638,10_cereals
USA,2010,Rice in the husk (paddy or rough),Export,1977770236,10_cereals
USA,2010,"Rice, husked (brown)",Export,354276315,10_cereals
USA,2010,"Rice, semi-milled or wholly milled",Export,2085361403,10_cereals
USA,2010,"Rice, broken",Export,58029694,10_cereals
USA,2010,Grain sorghum,Export,3828842564,10_cereals
USA,2010,Buckwheat,Export,22960697,10_cereals
USA,2010,Millet,Export,45280697,10_cereals
USA,2010,Canary seed,Export,2207750,10_cereals
USA,2010,Cereals unmilled nes,Export,13864699,10_cereals
USA,2009,Durum wheat,Export,888394105,10_cereals
USA,2009,"Wheat except durum wheat, and meslin",Export,21053853572,10_cereals
USA,2009,Rye,Export,3995000,10_cereals
USA,2009,Barley,Export,120345704,10_cereals
USA,2009,Oats,Export,34805959,10_cereals
USA,2009,Maize (corn) seed,Export,66966324,10_cereals
USA,2009,Maize except seed corn,Export,47746433077,10_cereals
USA,2009,Rice in the husk (paddy or rough),Export,1467126214,10_cereals
USA,2009,"Rice, husked (brown)",Export,214636847,10_cereals
USA,2009,"Rice, semi-milled or wholly milled",Export,1705585179,10_cereals
USA,2009,"Rice, broken",Export,72772097,10_cereals
USA,2009,Grain sorghum,Export,3751393379,10_cereals
USA,2009,Buckwheat,Export,28090797,10_cereals
USA,2009,Millet,Export,40803995,10_cereals
USA,2009,Canary seed,Export,2711195,10_cereals
USA,2009,Cereals unmilled nes,Export,13453508,10_cereals
USA,2008,Durum wheat,Export,584556614,10_cereals
USA,2008,"Wheat except durum wheat, and meslin",Export,29508794597,10_cereals
USA,2008,Rye,Export,65817000,10_cereals
USA,2008,Barley,Export,1998726992,10_cereals
USA,2008,Oats,Export,56857850,10_cereals
USA,2008,Maize (corn) seed,Export,99909422,10_cereals
USA,2008,Maize except seed corn,Export,53994487225,10_cereals
USA,2008,Rice in the husk (paddy or rough),Export,1801028055,10_cereals
USA,2008,"Rice, husked (brown)",Export,338943121,10_cereals
USA,2008,"Rice, semi-milled or wholly milled",Export,1705756299,10_cereals
USA,2008,"Rice, broken",Export,100771337,10_cereals
USA,2008,Grain sorghum,Export,5306093522,10_cereals
USA,2008,Buckwheat,Export,22399553,10_cereals
USA,2008,Millet,Export,36427648,10_cereals
USA,2008,Canary seed,Export,3069123,10_cereals
USA,2008,Cereals unmilled nes,Export,16150855,10_cereals
USA,2007,Durum wheat,Export,2267556571,10_cereals
USA,2007,"Wheat except durum wheat, and meslin",Export,30679345511,10_cereals
USA,2007,Rye,Export,3717000,10_cereals
USA,2007,Barley,Export,733224803,10_cereals
USA,2007,Oats,Export,34391875,10_cereals
USA,2007,Maize (corn) seed,Export,65377576,10_cereals
USA,2007,Maize except seed corn,Export,56949042528,10_cereals
USA,2007,Rice in the husk (paddy or rough),Export,1451239863,10_cereals
USA,2007,"Rice, husked (brown)",Export,284100069,10_cereals
USA,2007,"Rice, semi-milled or wholly milled",Export,1693346890,10_cereals
USA,2007,"Rice, broken",Export,65835772,10_cereals
USA,2007,Grain sorghum,Export,5704050231,10_cereals
USA,2007,Buckwheat,Export,11928844,10_cereals
USA,2007,Millet,Export,34223887,10_cereals
USA,2007,Canary seed,Export,3007586,10_cereals
USA,2007,Cereals unmilled nes,Export,13729082,10_cereals
USA,2006,Durum wheat,Export,1195836091,10_cereals
USA,2006,"Wheat except durum wheat, and meslin",Export,22198795715,10_cereals
USA,2006,Rye,Export,1078000,10_cereals
USA,2006,Barley,Export,378681123,10_cereals
USA,2006,Oats,Export,40220447,10_cereals
USA,2006,Maize (corn) seed,Export,51855373,10_cereals
USA,2006,Maize except seed corn,Export,57833710376,10_cereals
USA,2006,Rice in the husk (paddy or rough),Export,1548786886,10_cereals
USA,2006,"Rice, husked (brown)",Export,303222695,10_cereals
USA,2006,"Rice, semi-milled or wholly milled",Export,1951143923,10_cereals
USA,2006,"Rice, broken",Export,45401067,10_cereals
USA,2006,Grain sorghum,Export,4709786231,10_cereals
USA,2006,Buckwheat,Export,11812940,10_cereals
USA,2006,Millet,Export,34523159,10_cereals
USA,2006,Canary seed,Export,6367994,10_cereals
USA,2006,Cereals unmilled nes,Export,11219966,10_cereals
